page,text,font_name,font_size,style,color_rgb,color_hex,bbox
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(75.12000274658203, 226.99020385742188, 79.70159912109375, 239.19119262695312)"
3,"Equip students with knowledge of macromolecular interactions, protein structure, and ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 224.52000427246094, 548.7597045898438, 240.6840057373047)"
3,cellular mechanisms. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(75.1199951171875, 238.3199920654297, 179.39999389648438, 254.48399353027344)"
3,2. Skill Development in Experimental and Computational Techniques,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(75.1199951171875, 266.0399475097656, 410.3879089355469, 282.2039489746094)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 282.3102111816406, 83.54159545898438, 294.5111999511719)"
3,"Train students in molecular biology, genetic engineering, proteomics, and bioinformatics ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 279.8399963378906, 548.759765625, 296.0039978027344)"
3,methodologies. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 293.6399841308594, 173.63999938964844, 309.8039855957031)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 309.9101867675781, 83.54159545898438, 322.1111755371094)"
3,"Develop proficiency in computational biology tools, bioinformatics databases, and molecular ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 307.4399719238281, 548.759765625, 323.6039733886719)"
3,modeling. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 321.2399597167969, 148.32000732421875, 337.4039611816406)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 337.51019287109375, 83.54159545898438, 349.711181640625)"
3,"Provide hands-on experience in biophysical techniques like spectroscopy, chromatography, ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 335.03997802734375, 548.759765625, 351.2039794921875)"
3,and electrophoresis. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.96000671386719, 348.8399658203125, 195.95999145507812, 365.00396728515625)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 365.11016845703125, 83.54159545898438, 377.3111572265625)"
3,Familiarize students with cell culture techniques and proteomics-based analytical methods. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 362.63995361328125, 536.52001953125, 378.803955078125)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 378.9101867675781, 83.54159545898438, 391.1111755371094)"
3,"Equip students with knowledge of gene regulation, genetic engineering, and genome editing ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 376.4399719238281, 542.039794921875, 392.6039733886719)"
3,"technologies (e.g., CRISPR, TALENs). ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 390.2399597167969, 289.1999816894531, 406.4039611816406)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 406.51019287109375, 83.54159545898438, 418.711181640625)"
3,"Develop skills in protein-protein interactions, and vaccine development. ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 404.03997802734375, 446.15985107421875, 420.2039794921875)"
3,3. Application of Biophysics and Bioinformatics in Research and Industry ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.959999084472656, 431.8799743652344, 419.87994384765625, 448.0439758300781)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 448.1501770019531, 83.54159545898438, 460.3511657714844)"
3,"Enhance understanding of drug discovery, protein engineering, and genetic manipulation. ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 445.6799621582031, 529.9197998046875, 461.8439636230469)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 461.9501953125, 83.54159545898438, 474.15118408203125)"
3,"Introduce applications of biophysics in disease modeling, structural biology, and vaccine ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 459.47998046875, 548.7599487304688, 475.64398193359375)"
3,development. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 473.27996826171875, 165.0, 489.4439697265625)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 489.5501708984375, 83.54159545898438, 501.75115966796875)"
3,"Enable students to apply bioinformatics in genome sequencing, phylogenetic analysis, and ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 487.0799560546875, 548.760009765625, 503.24395751953125)"
3,personalized medicine. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.96000671386719, 500.8799743652344, 210.60000610351562, 517.0440063476562)"
3,4. Critical Thinking and Problem-Solving ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.96000671386719, 528.5999755859375, 264.24005126953125, 544.7639770507812)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 544.8701782226562, 83.54159545898438, 557.0712280273438)"
3,Encourage students to analyze and interpret biological data using statistical and ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 542.4000244140625, 548.759765625, 558.5640258789062)"
3,computational approaches. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999145507812, 556.199951171875, 228.6000213623047, 572.3639526367188)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 572.4701538085938, 83.54159545898438, 584.6712036132812)"
3,"Train students to design experiments for biomolecular research, drug development, and ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 570.0, 548.7598266601562, 586.1640014648438)"
3,biomedical engineering. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 583.7999877929688, 215.87998962402344, 599.9639892578125)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 600.0701293945312, 83.54159545898438, 612.2711791992188)"
3,"Develop skills in scientific communication, literature review, and data presentation. ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 597.5999755859375, 501.8399963378906, 613.7639770507812)"
3,5. Preparing for Advanced Research and Careers in Biotechnology & Healthcare ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.959991455078125, 625.4400024414062, 451.43988037109375, 641.60400390625)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 641.7101440429688, 83.54159545898438, 653.9111938476562)"
3,"Prepare students for careers in biotechnology, pharmaceuticals, computational biology, and ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 639.239990234375, 548.7597045898438, 655.4039916992188)"
3,academic research. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 653.0399780273438, 191.27999877929688, 669.2039794921875)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 669.3101196289062, 83.54159545898438, 681.5111694335938)"
3,"Equip students with knowledge of current trends in biotherapeutics, vaccines, and ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 666.8399658203125, 548.7600708007812, 683.0039672851562)"
3,bioenergetics. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 680.6400146484375, 166.9199981689453, 696.8040161132812)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 696.91015625, 83.54159545898438, 709.1112060546875)"
3,"Provide exposure to ethical considerations, regulatory guidelines, and real-world applications ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 694.4400024414062, 548.760009765625, 710.60400390625)"
3,in biosciences. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.9599609375, 708.239990234375, 170.63995361328125, 724.4039916992188)"
3,6. Genetic and Structural Insights into Biological Systems: ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.9599609375, 736.0800170898438, 345.9598388671875, 752.2440185546875)"
3,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 752.3501586914062, 83.54159545898438, 764.5512084960938)"
3,"Equip students with knowledge of gene regulation, genetic engineering, and genome editing ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 749.8800048828125, 542.039794921875, 766.0440063476562)"
3,"technologies (e.g., CRISPR, TALENs). ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 763.6799926757812, 289.1999816894531, 779.843994140625)"
3,3,"Arial,Bold",11,bold,"(0, 0, 0)",#000000,"(294.72100830078125, 804.208984375, 300.8370056152344, 819.9609985351562)"
3,EC (1275) - 23.05.2025,"Arial,Bold",10,bold,"(0, 0, 0)",#000000,"(7.200439453125, 8.936220169067383, 111.70342254638672, 23.2562198638916)"
4,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95771789550781, 66.19686889648438, 83.53932189941406, 78.39786529541016)"
4,"Develop skills in protein-protein interactions, drug discovery, and vaccine development. ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 63.71995162963867, 523.9197998046875, 79.88394927978516)"
4,7. Application of Biophysical and Bioinformatics Approaches: ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.959999084472656, 91.43992614746094, 364.9198913574219, 107.60391998291016)"
4,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 107.71017456054688, 83.54159545898438, 119.91117095947266)"
4,Bridge the gap between wet-lab experiments and computational biology. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 105.23997497558594, 448.9198303222656, 121.40396881103516)"
4,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 121.51016235351562, 83.54159545898438, 133.71115112304688)"
4,Enable the integration of machine learning and AI-driven approaches for analyzing ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 119.03996276855469, 498.9598693847656, 135.20396423339844)"
4,biological datasets. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 132.83995056152344, 192.0, 149.0039520263672)"
4,Program,TimesNewRomanPS-BoldMT,14.04,bold,"(0, 0, 0)",#000000,"(60.959999084472656, 181.13372802734375, 114.76408386230469, 200.56507873535156)"
4,Specific,TimesNewRomanPS-BoldMT,14.04,bold,"(0, 0, 0)",#000000,"(122.27999877929688, 181.13372802734375, 168.95883178710938, 200.56507873535156)"
4,Outcomes,TimesNewRomanPS-BoldMT,14.04,bold,"(0, 0, 0)",#000000,"(176.52000427246094, 181.13372802734375, 236.4469757080078, 200.56507873535156)"
4,(PSOs): ,TimesNewRomanPS-BoldMT,14.04,bold,"(0, 0, 0)",#000000,"(244.32000732421875, 181.13372802734375, 293.6706237792969, 200.56507873535156)"
4,"Upon successful completion of the M.Sc. in Biophysics and Bioinformatics, graduates will be well-",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.959999084472656, 211.6799774169922, 538.8357543945312, 227.84397888183594)"
4,equipped to contribute to the biotechnology and biological data analysis industries in the following ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.959999084472656, 225.47996520996094, 538.9198608398438, 241.6439666748047)"
4,areas: ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.959999084472656, 239.2799530029297, 91.91999816894531, 255.44395446777344)"
4,1. Biotechnology Industry Contributions ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(60.96000289916992, 267.1199645996094, 258.5999755859375, 283.2839660644531)"
4,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 283.3901672363281, 83.54159545898438, 295.5911560058594)"
4,Drug Discovery & Development: ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 280.9199523925781, 260.27996826171875, 297.0839538574219)"
4,o,CourierNewPSMT,9.96,monospace,"(0, 0, 0)",#000000,"(114.95999908447266, 297.0307922363281, 120.93599700927734, 313.9727478027344)"
4,Apply computational modeling for drug design and screening. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 294.7199401855469, 434.5198974609375, 310.8839416503906)"
4,o,CourierNewPSMT,9.96,monospace,"(0, 0, 0)",#000000,"(114.95999908447266, 310.8308410644531, 120.93599700927734, 327.7727966308594)"
4,Analyze protein-ligand interactions for pharmaceutical applications. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 308.5199890136719, 463.19976806640625, 324.6839904785156)"
4,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 324.7901916503906, 83.54159545898438, 336.9911804199219)"
4,Genetic Engineering & Synthetic Biology: ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 322.3199768066406, 304.55999755859375, 338.4839782714844)"
4,o,CourierNewPSMT,9.96,monospace,"(0, 0, 0)",#000000,"(114.95999908447266, 338.4308166503906, 120.93599700927734, 355.3727722167969)"
4,"Utilize CRISPR, gene editing, and molecular cloning for therapeutic and agricultural ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 336.1199645996094, 543.1201171875, 352.2839660644531)"
4,advancements. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.96002197265625, 349.7999572753906, 206.88002014160156, 365.9639587402344)"
4,o,CourierNewPSMT,9.96,monospace,"(0, 0, 0)",#000000,"(114.95999908447266, 365.91082763671875, 120.93599700927734, 382.852783203125)"
4,Engineer microbial and plant-based biofactories for biopharmaceuticals and industrial ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 363.5999755859375, 548.519775390625, 379.76397705078125)"
4,enzymes. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 377.39996337890625, 180.9600067138672, 393.56396484375)"
4,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 393.6701965332031, 83.54159545898438, 405.8711853027344)"
4,Bioprocessing & Biomanufacturing: ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 391.1999816894531, 274.67999267578125, 407.3639831542969)"
4,o,CourierNewPSMT,9.96,monospace,"(0, 0, 0)",#000000,"(114.95999908447266, 407.3108215332031, 120.93599700927734, 424.2527770996094)"
4,"Apply protein purification, expression optimization, and bioanalytical techniques in ",TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 404.9999694824219, 537.83984375, 421.1639709472656)"
4,biopharmaceutical production. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 418.7999572753906, 282.5999755859375, 434.9639587402344)"
4,o,CourierNewPSMT,9.96,monospace,"(0, 0, 0)",#000000,"(114.95999908447266, 434.91082763671875, 120.93599700927734, 451.852783203125)"
4,Optimize fermentation and metabolic pathways using computational tools. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 432.5999755859375, 493.79998779296875, 448.76397705078125)"
4,•,SymbolMT,9.96,regular,"(0, 0, 0)",#000000,"(78.95999908447266, 448.87017822265625, 83.54159545898438, 461.0711669921875)"
4,Vaccine & Biotherapeutic Development: ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(96.95999908447266, 446.39996337890625, 296.2799987792969, 462.56396484375)"
4,o,CourierNewPSMT,9.96,monospace,"(0, 0, 0)",#000000,"(114.95999908447266, 462.5108337402344, 120.93599700927734, 479.4527893066406)"
4,Design rational vaccines and immunotherapies. ,TimesNewRomanPSMT,12,regular,"(0, 0, 0)",#000000,"(132.9600067138672, 460.1999816894531, 363.5998840332031, 476.3639831542969)"
